entity_id,name,description
Q4562948,1931–32 istanbul football league,The 1931–32 İstanbul Football League season was the 24th season of the league. İstanbulspor won the league for the first time. Galatasaray SK and Fenerbahçe SK did not join the league due to the disagreement regarding the match revenues. Beşiktaş JK also left the league after seven matches.
Q4563148,1932-33 istanbul football league,The 1932–33 İstanbul Football League season was the 25th season of the league. Fenerbahçe SK won the league for the 6th time.
Q4563337,1933-34 Istanbul Football League,The 1933–34 İstanbul Football League season was the 26th season of the league. Beşiktaş JK won the league for the second time.
Q4563526,1934–35 istanbul football league,The 1934–35 İstanbul Football League season was the 27th season of the league. Fenerbahçe SK won the league for the 7th time.
Q4563723,1935-36 istanbul football league,The 1935–36 İstanbul Football League season was the 28th season of the league. Fenerbahçe SK won the league for the 8th time.
Q4563950,1936–37 Istanbul Football League,The 1936–37 İstanbul Football League season was the 29th season of the league. Fenerbahçe SK won the league for the 9th time.
Q4564178,1937-38 istanbul football league,The 1937–38 İstanbul Football League season was the 30th season of the league. Güneş SK won the league for the first time.
Q4564418,1938-39 Istanbul Football League,The 1938–39 İstanbul Football League season was the 31st season of the league. Beşiktaş JK won the league for the third time.
Q4564644,1939–40 Istanbul Football League,The 1939–40 İstanbul Football League season was the 32nd season of the league. Beşiktaş JK won the league for the 4th time.
Q4564846,1940-41 Istanbul Football League,The 1940–41 İstanbul Football League season was the 33rd season of the league. Beşiktaş JK won the league for the 5th time.
Q4565017,1941–42 Istanbul Football League,The 1941–42 İstanbul Football League season was the 34th season of the league. Beşiktaş JK won the league for the 6th time.
Q4565167,1942-43 istanbul football league,The 1942–43 İstanbul Football League season was the 35th season of the league. Beşiktaş JK won the league for the 7th time.
Q4565331,1943-44 istanbul football league,The 1943–44 İstanbul Football League season was the 36th season of the league. Fenerbahçe SK won the league for the 10th time.
Q4565490,1944–45 istanbul football league,The 1944–45 İstanbul Football League season was the 37th season of the league. Beşiktaş JK won the league for the 8th time.
Q4566145,1947–48 Istanbul Football League,The 1947–48 İstanbul Football League season was the 40th season of the league. Fenerbahçe SK won the league for the 12th time.
Q4566451,1948-49 istanbul football league,The 1948–49 İstanbul Football League season was the 41st season of the league. Galatasaray SK won the league for the 12th time.
Q4566720,1949–50 istanbul football league,The 1949–50 İstanbul Football League season was the 40th season of the league. Beşiktaş JK won the league for the 10th time.
Q4567042,1950–51 Istanbul Football League,The 1950–51 İstanbul Football League season was the 41st season of the league. Beşiktaş JK won the league for the 11th time.
Q4567356,1951-52 istanbul football league,The 1951–52 İstanbul Football League season was the 42nd season of the league. Beşiktaş JK won the league for the 12th time.
Q4567661,1952-53 istanbul football league,The 1952–53 İstanbul Football League season was the 43rd season of the league. Fenerbahçe SK won the league for the 13th time.
Q4567952,1953-54 Istanbul Football League,The 1953–54 İstanbul Football League season was the 44th season of the league. Beşiktaş JK won the league for the 13th time.
Q4568264,1954–55 istanbul football league,The 1954–55 İstanbul Football League season was the 45th season of the league. Galatasaray SK won the league for the 13th time.
Q4568592,1955-56 istanbul football league,"The 1955–56 İstanbul Football League season was the 46th season of the league. Galatasaray SK won the league for the 14th time, and qualified for the 1956–57 European Cup."
Q4568907,1956–57 Istanbul Football League,The 1956–57 İstanbul Football League season was the 47th season of the league. Fenerbahçe SK won the league for the 14th time.
Q4569179,1957–58 istanbul football league,The 1957–58 Istanbul Football League was the 33rd season of the league. Galatasaray SK became champions for the 15th time in their history.
Q4569521,1958–59 istanbul football league,The 1958–59 Istanbul Football League was the 34th season of the league and also the last. This season was used to select which teams would compete in the first season of the newly founded Turkish National League. Eight teams would be picked. Fenerbahçe SK became champions for the 16th time in their history.
Q4572416,1966 presidential cup,"1966 Presidential Cup was the inaugural edition of the national super cup of Turkish Football Federation. The match was contested between 1965–66 1.Lig champions Beşiktaş and 1965–66 Turkish Cup winners Galatasaray. It was held on an unusual time for a super cup, in September, after the footballing season for 1966–67 1.Lig began."
Q4572837,1967 uefa european under-18 football championship,The UEFA European Under-18 Championship 1967 Final Tournament was held in Turkey.
Q4580814,1982-83 Mersin Idmanyurdu season,"Mersin İdmanyurdu (also Mersin İdman Yurdu, Mersin İY, or MİY) Sports Club; located in Mersin, east Mediterranean coast of Turkey in 1982-83.  The 1982–83 season was the 11th season of Mersin İdmanyurdu football team in First League, the first level division in Turkey. The team was promoted to first division last season for the fourth time.President Mehmet Fatih Deveci has transferred two famous players from Fenerbahçe (Paşa Hüseyin and İsa), and Bursaspor's former manager Gündüz Tekin Onay. General Captain was Remon Kumdereli. The club address was: ""Yaşat İşhanı K: 3. Mersin. Tel: 15317"". Manager Gündüz Tekin Onay suffered from gastrointestinal bleeding; and his assistant Erhan Dodanlı coached the team from 22nd through 25th round.In the first half of the season the team was successful. However, in the second half they couldn't score goals and they have relegated to second division at the end of the season. It was fourth time the team relegated.In Turkish Cup they played finals and lost against Fenerbahçe. Since Fenerbahçe also won the league title MİY represented Turkey in CWC (Cup Winners Cup) in next season.  MİY became the first team who became eligible to represent Turkey in a European cup and relegated to second league (the other team was Kayseri Erciyesspor). Ironically, as MİY relegated and couldn't have promoted again to first league, Fenerbahçe couldn't have won again the Turkish Cup (until 2010)."
Q459104,Sabiha Gokcen,"Sabiha Gökçen (Turkish: [sabiha ɟœctʃæn]; 22 March 1913 – 22 March 2001) was a Turkish aviator. She was the world's first female fighter pilot, aged 23. Others such as Marie Marvingt and Evgeniya Shakhovskaya preceded her as military pilots in other roles, but not as fighter pilots and without military academy enrollment. She was an orphan, and one of the thirteen adopted children of Mustafa Kemal Atatürk.She is recognized as the first female combat pilot by The Guinness Book of World Records and was selected as the only female pilot for the poster of ""The 20 Greatest Aviators in History"" published by the United States Air Force in 1996."
Q4593915,1998 Presidential Cup,"The 1998 Turkish Super Cup match was a football match between the Turkish Super League champion, Galatasaray SK, and the Turkish Cup winner, Beşiktaş JK.It was the last match under the name Presidential Cup and the last match between the Turkish Super League champion and the Turkish Cup winner till 2005."
Q459495,bechiktache,"Beşiktaş (pronounced [beˈʃiktaʃ]) is a district and municipality of Istanbul, Turkey, located on the European shore of the Bosphorus strait. It is bordered on the north by Sarıyer and Şişli, on the west by Kağıthane and Şişli, on the south by Beyoğlu, and on the east by the Bosphorus. Directly across the Bosphorus is the district of Üsküdar.The district includes a number of important sites along the European shore of the Bosphorus, from Dolmabahçe Palace in the south to the Bebek area in the north. It is also home to many inland (and relatively expensive, upper-middle class) neighborhoods such as Levent and Etiler. Some of its other well-known neighborhoods include Yıldız, Kuruçeşme, Ortaköy, and Arnavutköy.Beşiktaş' historic commercial centre is the Beşiktaş quarter and Çarşı (literally, ""marketplace""), which adjoins the small Abbasağa Park. Running in the north-south direction, Barbaros Boulevard is a major feeder road for the inner-city motorway  O-1and the Bosphorus Bridge, terminating in the important public transport hub of Zincirlikuyu. Büyükdere Avenue also runs through the district.Although it is a relatively small district of Istanbul, both in terms of population and area, Beşiktaş is one of the city's most important areas due to its business and shopping areas, historic sites, universities, scenic views of the Bosphorus strait, and feeder roads for the Bosphorus and Fatih Sultan Mehmet bridges passing through it. The district is also the leading financial center of Turkey.In a 2013 ranking of Turkish districts, Beşiktaş placed first overall due to its high quality of life, prosperity, and cultural level. Beşiktaş is also the highest ranking Turkish district in terms of the Human Development Index, with an HDI of 0.864, while also ranking first in the individual indexes for income and education. The municipality is taking part in the Cities4Europe campaign and has qualified as a ""European 12 Star City"".In 2016 and 2017, there were two terror attacks in the district. One was outside a stadium and the other was at a nightclub."
